title,authors,rating,tags,publisher,pubdate,languages,comments,isbn,identifiers,uuid
"William Shakespeare on the Art of Love: The Illustrated Edition of the Most Beautiful Love Passages in Shakespeare's Plays and Poetry","William Shakespeare","","Drama, Shakespeare, Literary Criticism, Classics, Poetry, Romance","Duncan Baird Publishers","2008-04-15T00:00:00-04:00","eng","The world may change—but Shakespeare’s words are eternal. No writer has expressed the truth of our human condition with as much eloquence as he, or captured the essence of love quite as beautifully. Here, in a spectacular keepsake volume to treasure, are Shakespeare’s most wonderful writings on love in all its aspects and moods. Superbly illustrated with 75 exquisite artworks, it features an illuminating introduction and brilliant commentary throughout by a Shakespeare scholar. Here are the most dramatic and glorious passages from the plays, with background on their theatrical context, as well as excerpts from his poems and a discussion of some of their most enduring mysteries. From the star-crossed Romeo and Juliet to the witty, sparring Beatrice and Benedick, from the simmering jealousy of Othello to the enigmatic Dark Lady of the Sonnets, there is so much here to touch our hearts, minds, and spirits.
","9781844837212","isbn:9781844837212,google:oy4MPQAACAAJ","c52beb40-b174-408f-ae77-0522a2dc5b00"
"The Divine Comedy","Dante Alighieri","","Fiction, Literary, Poetry, Classics, Philosophy","Oxford University Press","1998-04-15T00:00:00-04:00","eng","Described variously as the greatest poem of the European Middle Ages and, because of Dante's evangelical purpose, the 'fifth Gospel', the ""Divine Comedy"" is central to Western culture. The poem is a spiritual autobiography in journey form -- the poet travels from the dark circles of the Inferno, up the mountain of Purgatory, where Virgil, his guide, leaves him to encounter Beatrice in the Earthly Paradise. Dante conceived the poem a the new epic of Christendom, and he creates a world in which reason and faith have transformed moral and social chaos into order. Charles Sisson's blank verse translation is remarkable for its lucidity and vigor, and the introduction, diagrams, maps, and notes by David Higgins provide the reader with invaluable guidance. -- From publisher's description.
","9780192835024","isbn:9780192835024,google:wmacUwleJv8C","1897a317-777c-4c12-b48d-0aa1e6625a99"
"Short Stories","Edgar Allan Poe","","Drama, Classics, Literary Collections, Short Stories (Single Author), Horror, Gothic","Creative Media Partners, LLC","2018-02-22T00:00:00-04:00","eng","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. 
This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. 
As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.
","9781378491423","isbn:9781378491423,google:rs73tAEACAAJ","14a7c52a-4c3f-425c-a5d3-b396e9460db6"
"Stories From the Thousand and One Nights.","The Harvard Classics. & Charles W. Eliot","","Classics, Fairy Tales; Folk Tales; Legends & Mythology, Mythology, Short Stories","GROLIER ENTERPRISES Corporation","1991-04-15T00:00:00-04:00","eng","A COLLECTION OF WRITING BY OR ABOUT FAMOUS PEOPLE FROM BENJAMIN FRANKLIN TO HANS CHRISTIAN ANDERSEN.
","","google:bQy1ygAACAAJ","a65e54c2-fea6-4e70-b0e1-8128ec4afd67"
"The Iliad","Homer & Robert Fitzgerald","","Fiction, Classics, Epic, Literary, Poetry","Anchor Books","1974-04-15T00:00:00-04:00","eng","This translation of The Iliad equals Fitzgerald's earlier Odyssey in power and imagination. It recreates the original action as conceived by Homer, using fresh and flexible blank verse that is both lyrical and dramatic.
","9780385059411","google:7Yq59Ay1gOQC,isbn:9780385059411","faba6fbf-79ed-42cf-8864-407f75d796d0"
"Wind, Sand and Stars","Antoine de Saint-Exupéry","","Biography & Autobiography, Literary Figures, Aviation, History","Amereon Limited","1961-04-15T00:00:00-04:00","eng","Recipient of the Grand Prix of the Académie Française, Wind, Sand and Stars captures the grandeur, danger, and isolation of flight. Its exciting account of air adventure, combined with lyrical prose and the spirit of a philosopher, makes it one of the most popular works ever written about flying. Translated by Lewis Galantière.
","9780848825966","isbn:9780848825966,google:kPONuwEACAAJ","4df15a9b-1c45-435b-9d32-a445edf6cd4f"
"Dracula","Bram Stoker","","Fiction, Horror, Dystopian, Literary, Occult & Supernatural, Gothic, Supernatural, Classics, Romance","Graphic Arts Books","2020-04-07T00:00:00-04:00","eng","In 1897, Bram Stoker published what has now become one of the most revered horror stories of its time. Dracula has inspired the gothic genre for generations, continuing to this day to frighten and delight its readers for anyone brave enough to face the world of blood thirsty vampires in search of their next mortal victim. In a gripping and sensational work of classic Gothic fiction we discover the infamous Count Dracula. When English lawyer Jonathan Harker travels to an obscure town called Transylvania, the goal of his visit was most certainly not to do business with a vampire. As he makes his way through the village square, Harker is overcome with an eerie sensation that the Count is not who he says he is. Strewn with various charms and trinkets thrown at him from the local village people, Harker comes to find that the weird looks, whispers, and pointed fingers directed at him are not done so in jest at him being a tourist. Rather, they are a clear warning that the Count is perhaps more dangerous than he imagined. Brimming with observations on the eventual paradigmatic shifts of society, Stoker’s intent with Dracula extends much further than the plot of quarreling vampires. With references to the sexual politics of women in the Victorian era to the astute observations following the modernization of society, Stoker’s ideas and writings were insightfully ahead of the times. Dracula has continued to play an influential role in the canon of literature, and for a blood-curdling and frighteningly good reason.
","9781513263533","google:MwnYDwAAQBAJ,isbn:9781513263533","4249d4c4-8720-46bc-ad18-9e7986727540"
"The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Stevenson","","Fiction, Fantasy, Horror, Romance, Occult & Supernatural, Classics","Aegitas","2023-05-11T00:00:00-04:00","eng","⁠ The Strange Case of Dr. Jekyll and Mr. Hyde is a novella written by Robert Louis Stevenson and published in 1886. It is a gripping tale of the duality of human nature, exploring the themes of good and evil, morality, and identity. The story is set in Victorian London and follows the life of Dr. Henry Jekyll, a respected and wealthy physician, who becomes obsessed with the idea of separating the good and evil within himself. The story begins with Mr. Utterson, a lawyer, who is perplexed by the strange behavior of his friend Dr. Jekyll. He notices that Dr. Jekyll has become reclusive and has been seen in the company of an unsavory character named Mr. Hyde. Mr. Utterson becomes increasingly concerned when he learns that Dr. Jekyll has left his entire fortune to Mr. Hyde in his will. As the story unfolds, it becomes clear that Mr. Hyde is not just an unsavory character but is in fact the evil alter ego of Dr. Jekyll. Dr. Jekyll had created a potion that allowed him to transform into Mr. Hyde, giving him the freedom to indulge in his darkest desires without fear of judgment or consequence. However, as time goes on, the transformations become more frequent and unpredictable, leading to tragic consequences for those around him. The novella is a masterful exploration of the human psyche and the struggle between good and evil within each person. It highlights the dangers of repressing one's desires and urges, as well as the consequences of indulging in them without restraint. The character of Mr. Hyde represents the dark side of human nature, and Dr. Jekyll's struggle to control him represents the constant battle between good and evil within us all. The Strange Case of Dr. Jekyll and Mr. Hyde is a timeless classic that continues to captivate readers with its suspenseful plot, complex characters, and thought-provoking themes. It serves as a cautionary tale about the dangers of unchecked ambition and the importance of understanding and accepting our own inner demons.
","9780369409454","google:mmy-EAAAQBAJ,isbn:9780369409454","21f4c1b1-abe4-4414-b1ef-9afd51e7557f"
"Pride and Prejudice","Jane Austen","","Fiction, Classics, Romance, Women, Family & Relationships","CreateSpace Independent Publishing Platform","2016-07-16T00:00:00-04:00","eng","Pride and prejudice : a novel, By Jane Austencomplete in ine volume Pride and Prejudice is a novel of manners by Jane Austen, first published in 1813. The story follows the main character, Elizabeth Bennet, as she deals with issues of manners, upbringing, morality, education, and marriage in the society of the landed gentry of the British Regency. Elizabeth is the second of five daughters of a country gentleman, Mr. Bennet, living in Longbourn. 
Page 2 of a letter from Jane Austen to her sister Cassandra (11 June 1799) in which she first mentions Pride and Prejudice, using its working title First Impressions. (NLA)Set in England in the late 18th century, Pride and Prejudice tells the story of Mr. and Mrs. Bennet''s five unmarried daughters after two gentlemen have moved into their neighbourhood: the rich and eligible Mr. Bingley, and his status-conscious friend, the even more rich and eligible Mr. Darcy. While Bingley takes an immediate liking to the eldest Bennet daughter, Jane, Darcy is disdainful of local society and repeatedly clashes with the Bennets'' lively second daughter, Elizabeth. 
Pride and Prejudice retains a fascination for modern readers, continuing near the top of lists of ""most loved books"". It has become one of the most popular novels in English literature, selling over 20 million copies, and receives considerable attention from literary scholars. Likewise, it has paved the way for archetypes that abound in many contemporary literature of our time. Modern interest in the book has resulted in a number of dramatic adaptations and an abundance of novels and stories imitating Austen''s memorable characters or themes. 
The novel centres on Elizabeth Bennet, the second of the five daughters of a landed country gentleman. Elizabeth''s father, Mr. Bennet, is a bookish man and somewhat neglectful of his responsibilities. In contrast Elizabeth''s mother, Mrs. Bennet, a woman who lacks social graces, is primarily concerned with finding suitable husbands for her five daughters, who will inherit little or nothing from their father due to primogeniture laws. Jane Bennet, the eldest daughter, is distinguished by her kindness and beauty; Elizabeth Bennet shares her father''s keen wit and occasionally sarcastic outlook; Mary is studious, devout and musical albeit lacking in taste; Catherine, sometimes called Kitty, the fourth sister, follows where her younger sister leads while Lydia is flirtatious and lacks maturity. 
The narrative opens with news in the Bennet family that Mr. Bingley, a wealthy, charismatic and sociable young bachelor, is moving into Netherfield Park in the neighbourhood. Mr. Bingley is soon well received while his friend Mr. Darcy makes a less favourable impression by appearing proud and condescending at a ball that they attend (he detests dancing and is not one for light conversation). Mr. Bingley singles out Jane for particular attention, and it soon becomes apparent that they have formed an attachment to each other. While Jane does not alter her conduct for him, she confesses her great happiness only to Lizzie. By contrast, Darcy slights Elizabeth, who overhears and jokes about it despite feeling a budding resentment. 
Upon paying a visit to Mr. 
Bingley''s sister, Caroline, Jane is caught in a heavy downpour, catching cold, and is forced to stay at Netherfield for several days. Elizabeth arrives to nurse her sister and is thrown into frequent company with Mr. 
Darcy, who begins to act less coldly towards her. 
Mr. 
Collins,a clergyman and heir to Longbourn, the Bennet estate, pays a visit to the Bennets. 
Mr. 
Bennet and Elizabeth are much amused by his obsequious veneration of his employer,the noble Lady Catherine de Bourgh, as well as by his self-important and pedantic nature. 
It soon becomes apparent that Mr. Collins proposes marriage to Elizabeth,who refuses him, much to her mother''s distress. Mr. Collins recovers and promptly becomes engaged to Elizabeth''s close friend Charlotte Lucas, a homely woman with few prospects.
","9781535316132","isbn:9781535316132,google:3UQLvgAACAAJ","682ba0a9-ac36-429c-bb4d-d1a40e9251f0"
"To Kill a Mocking Bird","Harper Lee","","Fiction, Action & Adventure, Classics, Literary","CreateSpace Independent Publishing Platform","2018-01-04T00:00:00-04:00","eng","To Kill a Mockingbird is a novel by Harper Lee published in 1960. It was immediately successful, winning the Pulitzer Prize, and has become a classic of modern American literature
","9781983523175","google:klOOswEACAAJ,isbn:9781983523175","32f7f28e-b704-4a8b-8e7d-819872463dee"
"The Basics of China Painting","Anne Amiot & Bill Thompson","","Antiques & Collectibles, Porcelain & China, Pottery & Ceramics, Crafts & Hobbies, Art","Scott Publications, Incorporated","1996-04-15T00:00:00-04:00","eng","","9780916809027","google:Rvl2BVjsvIsC,isbn:9780916809027","9fcd0c82-f2d6-46ef-9b75-07dae387b50a"
"Color Mixing Bible: All You'll Ever Need to Know About Mixing Pigments in Oil, Acrylic, Watercolor, Gouache, Soft Pastel, Pencil, and Ink","Ian Sidaway","","Art, Color Theory, Techniques, Drawing, Reference, Study & Teaching, General, Color","Clarkson Potter/Ten Speed","2002-04-15T00:00:00-04:00","eng","Mixing colors accurately may be an art unto itself. In fact, many artists are discouraged by the time and expense it takes to mix and match colors, and achieve the right results. Even more frustrating is the vast range of colors available. Now there’s a ready-to-use visual directory that takes all the guesswork out of mixing and matching colors . . . making every artist an expert! Color Mixing Bible provides a basic color palette for each art medium, demonstrating an array of two-, three-, and four-color mixes, as well as offering full explanations of various paints and pigments. 
This invaluable guide features scores of tips and techniques for color mixing with oils, acrylics, watercolors, inks, pastels, and virtually every other art medium. It also includes in-depth information on how to determine the opacity and strength of a color, choose a color palette, mix whites, arrange and organize colors prior to mixing, use optical and physical mixing techniques, and much more! Plus, hundreds of color illustrations make everything simple. Whether one is an aspiring artist or working professional, Color Mixing Bible is an essential addition to every bookshelf.
","9780823007233","isbn:9780823007233,google:v_83AQAAIAAJ","306670c3-3ef1-4569-b091-eb212e763125"
"The Ceramics Bible: The Complete Guide to Materials and Techniques (Ceramics Book, Ceramics Tools Book, Ceramics Kit Book)","Louisa Taylor","","Art, Ceramics","Chronicle Books","2011-09-07T00:00:00-04:00","eng","Ceramicists have been plying their art and craft for thousands of years, and never more prolifically than today. The Ceramics Bible is the most comprehensive and up-to-date volume on the subject. Brimming with more than 700 full-color photos and illustrations, this is the new definitive guide for serious ceramics practitioners. Inside are step-by-step instructions on molding, firing, and glazing techniques, generously accompanied by detailed photographs. Also included are beautiful examples of contemporary work, plus plenty of historical information, artist profiles, troubleshooting tips, and an extensive resource section. Perfect for students, artists, and collectors, this is a tremendously valuable addition to the vibrant world of ceramics.
","9781452101620","isbn:9781452101620,google:ecpzuQAACAAJ","69cfb34a-2c8b-4abc-a988-2ea9518ec8f4"
"Tattoo Flash Volume 1","J Brett Prince","","Art, Body Art & Tattooing, Reference, Tattoo, Collections; Catalogs; Exhibitions","Bookbaby","2024-05-29T00:00:00-04:00","eng","250 full color pages of over 1000 full color tattoo flash designs ready to be tattooed
","9798350954784","google:iRCp0AEACAAJ,isbn:9798350954784","82bfc966-754d-4d5a-bb69-e3ca0e612478"
"Anglo Celtic Patterns and Motifs","Treubhan","","Art, Tattoo, Reference, Photography, History, Drawing, Collections; Catalogs; Exhibitions, Techniques","","0100-12-31T20:00:00-04:00","eng","","","","07142988-4701-4660-8f2b-25c1415dfd2b"
"Classic Flash in Five Bold Colors","Jeromey McCulloch","","Reference, Art, Body Art & Tattooing, Photography, Collections; Catalogs; Exhibitions, Tattoo","Schiffer Publishing, Limited","2009-04-15T00:00:00-04:00","eng","Traditional American tattooing has a rich, extensive heritage. Often underappreciated, it represents a true folk art, encompassing design motifs and themes that are expressions of the heart, the desires, loves, and ambitions of the artists and those who wear their artworks. After carefully studying work by renowned American tattoo artists (including Paul Rogers, Leonard ""Stoney"" St. 
Clair, George Burchett, August ""Cap"" Coleman, Percy Waters, Owen James and others) the author distilled it into five component colors: black, red, yellow, green, and brown, and developed a new interpretation of their classic styles. Besides classic designs by the author, the images here include collaborative work with other tattoo designers. Over 640 individual flash designs are reproduced in color as a celebration of the tradition and the hope that it will continue as folk art.
","9780764331657","isbn:9780764331657,google:qticPQAACAAJ","00e57bf7-f3a7-4d78-b742-a9672128b157"
"Stewed, Screwed, and Tattooed","Madame Chinchilla","","Art, Body Art & Tattooing, History, Tattoo, Photography","Isadore Press","1997-04-15T00:00:00-04:00","eng","""Stewed, screwed and tattooed has long been the cheer of seafaring men. Yet a sailor's only memory of a wild night on shore may be the one that's embedded under his flesh for the rest of his life, a tattoo. Filled with intriguing illustrations from C.W. Eldridge's Tattoo Archive and the Triangle Museum, this book examines a multitude of topics, including tattooed women in the circus sideshows, military tattoos, social stigma & tattoos, prison tattoos, contemporary American tattoos, modern day tribal rituals, spiritual aspects of tattooing and tattoos as an alternative to implants for the woman who has experienced a mastectomy. Peppered with interviews, anecdotes, and the adventurous tattoo travels of Chinchilla and her partner Mr. G., this unique book presents an insightful look at a very personal, ancient art form. 
""--Back cover
","9780960260010","isbn:9780960260010,google:qh7gAAAAMAAJ","0db394fb-9996-46cb-91d3-2f0da5d0cf23"
"Heavily Tattooed Men and Women","Spider Webb","","Art, Body Art & Tattooing, Collections; Catalogs; Exhibitions, Tattoo, History & Criticism","McGraw-Hill","1976-04-15T00:00:00-04:00","eng","This classic book will turn heads turn. Images of over a hundred heavily tattooed people from the early decades of the 20th century show proud carnival and circus performers, sailors, entertainers, and who knows, the girl next door? The Introduction is by Marcia Tucker, Curator at the Whitney Museum of American Art in New York, and the author provided material for the 1999 New York Natural History Museum's Body Art exhibition that confirmed tattoos as just one type of body decoration found worldwide. Here is an excellent opportunity for today's tattoo enthusiasts to see how the earlier generations did it.
","9780070687905","google:Q_W3AAAACAAJ,isbn:9780070687905","da7c959e-cad9-43ed-a163-6e712d96d0be"
"TATTOO. 1730s-1970s. Henk Schiffmacher's Private Collection. 40th Ed","Henk Schiffmacher","","Art, Body Art & Tattooing, Tattoo, Customs & Traditions, History","Taschen","2023-04-15T00:00:00-04:00","eng","One part history book, one part art book, and one part fascinating memoir, this book is an overview of more than two centuries of tattoo history intermixed with an intimate look at the lives of tattoo artists, and the personal struggles and triumphs, occupational hazards, and artistic courage that have defined so much of this history. For the last forty years, Henk Schiffmacher has poured his heart and soul into his collection, amassing tattoo drawings, designs, photographs, and artifacts from around the world. Each of the book's chapters features many never-before-seen highlights from this collection and includes lithographs, etchings, tattooing instruments, original drawings, and tattoo designs known in the business as flash, among them extremely rare vintage flash sheets from major players in early Western tattooing. The vastness and variety of tattooing around the world is chronicled in the book's hundreds of images, including the indigenous tattooing of the Maori and South Pacific islanders, the ancient traditions of Asia, and the origins of old-school Western tattooing in Europe and the United States. The book also features a dozen original illustrations by Schiffmacher in his inimitable style. Schiffmacher brings a fascinating perspective to tattoo history through his personal reflections and wild tales of adventure. In this book, we learn not only about the history of tattooing, but also about the adventures behind the making of one of the largest tattoo collections in the world, by a self-taught tattoo artist in love with the art and its innovators.
","9783836593595","isbn:9783836593595,google:QeDBzwEACAAJ","fdcb6b6a-bdae-4afd-9eaf-ac26b8d586d9"
"This Is a Book for People Who Love Tattoos","Verena Hutter","","Art, Popular Culture, Body Art & Tattooing, Tattoo","Running Press","2024-05-07T00:00:00-04:00","eng","Flash your ink with this deluxe sticker book of tattoo designs! From hearts and daggers to ships and lighthouses, hundreds of tattoo designs in the American traditional style fill the pages of This is a Sticker Book for People Who Love Tattoos. Deluxe hardcover book with 225+ stickers. Inside this brightly colored book you'll find classic tattoo designs in all shapes and sizes Three sheets of alphabet stickers. Create your own custom letterine. Includes blank pages for drawing and stickering. At the back of your sticker book, find blank pages for designing your own tattoos, doodling, or creating your own flash sheet with a custom arrangement of stickers
","9780762485963","google:zkkn0AEACAAJ,isbn:9780762485963","18f37300-30aa-413c-b264-bc9ca87b3a0b"
"ABC Tattoo Flash Volume 2","Luke Wolf","","Art, Tattoo, Reference, Photography, History, Drawing, Collections; Catalogs; Exhibitions","","0100-12-31T20:00:00-04:00","","","","","f4dba9b4-db82-4efe-a72f-c4a93134c3c7"
"New French-English (English-French) Pronouncing Dictionary, on the Basis of Nugent, by a Member of the University of Paris","French-English Pronouncing Dictionary","","Reference, Dictionaries, Language, Language Arts, Linguistics, French","Creative Media Partners, LLC","2022-10-27T00:00:00-04:00","fra","This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.
","9781018022710","isbn:9781018022710,google:VzaSzwEACAAJ","7263ab30-3c1e-4aa4-be78-56c0995b6be5"
"English - Hindi Dictionary (Pocket Size)","V & s Editorial Board","","Foreign Language Study, Multi-Language Dictionaries, Hindi, Language, Dictionaries","V&amp;S Publishers","2015-01-09T00:00:00-04:00","hin","This English-Hindi-Dictionary will fulfil the academic and writing requirements of students, researchers, scholars, translators, educationists, and writers. For improved usefulness, 'Words or Terms' have been drawn from literature, science, geography, commerce & business etc. 'Words or Terms' come tagged with explanatory meaning in Hindi alone but with a sentence in English only, for clear understanding for use in speaking or writing. 
Terms have been serialized in Alphabetical order, i.e., A-Z for ease in searching. Terms carry meaning in English and Hindi. To the extent possible, 'Words or Terms' used in common parlance have been included, avoiding less frequent ones. 
In the Appendices section, body parts, common ailments, apparel, cereals, fruit & vegetables, herbs & spices, and household items etc have been included for additional reference giving an added touch of comprehensiveness. This dictionary will prove useful for student community besides others such as, educationists, writers, translators and common man.
","9789352150700","isbn:9789352150700,google:L9MoDwAAQBAJ","2e6eb571-7251-46fc-b2e5-1dd02559e0f3"
"English-Telugu Learner's Dictionary (Arranged by Themes, Beginner Level)","Multi Linguis","","Foreign Language Study, Indic Languages, Dictionaries, Language, Language Arts & Disciplines, Linguistics, Multi-Language Dictionaries","Amazon Digital Services LLC - Kdp","2021-05-24T00:00:00-04:00","eng","Multi Linguis offers you a frequency-thematic learner's dictionary of the Telugu language. 
It includes up to 1500 essential words and phrases belonging to the Beginner level (A1 CEFR). The entries are divided into 150 vocabulary themes as well as 1 learning steps. They are arranged by themes' not by the alphabet. 
The book is intended to help you try out and learn this language but can also be applied for translating or entertaining. You may use it separately or as an additional tool for any suited educational course. 
The Multi Linguis Project is based on the Wiktionary corpus and created by one person. 
The database of the Learner's Dictionaries includes 9 000 lemmas (words and phrases)' their translations in many languages as well as transcriptions' transliterations and grammar information. 
All these lemmas are divided into 6 learning steps of 1500 entries each and also 150 vocabulary themes grouped in 30 super themes. They can be arranged by themes' steps' parts of speech or keywords' but never by the alphabet. 
Different types of dictionaries are offered for the same language. They are designed in an original way to be convenient and efficient. All of them are available in mobi format. 
Multi Linguis is presently able to publish such books for more than 70 languages. It's planned to improve them and increase their number. 
You can find more dictionaries in this store.
","9798509026140","isbn:9798509026140,google:quF4zgEACAAJ","f5871331-a4d2-4048-9654-e99d91f9e045"
"Beginner's Hindi Script","Rupert Snell","","Dictionaries, Foreign Language Study, Language Arts & Disciplines, Multi-Language Dictionaries, Reference, Hindi, Language","Hodder & Stoughton","2000-04-15T00:00:00-04:00","hin","","9780340772478","google:KDl1OQAACAAJ,isbn:9780340772478","1968b644-9b7f-4aa2-9357-a8280a91f849"
"Harry Potter: (Spanish Edition) Libro 1","Ediciones Ediciones Rowling & J. K. Rowling","","Juvenile Fiction, Action & Adventure, Fantasy & Magic, Young Adult Fiction, Fantasy, Wizards & Witches, Fiction, Magic, Spanish, Language","CreateSpace Independent Publishing Platform","2016-02-07T00:00:00-04:00","spa","Harry Potter y el misterio del príncipe, llamado también Harry Potter 6 o abreviado HP6 (título original en inglés Harry Potter and the Half-Blood Prince) es el sexto libro de la serie literaria Harry Potter escrito por la autora británica J. K. Rowling y publicado por primera vez, en inglés, el 16 de julio de 2005.La novela relata los acontecimientos posteriores a Harry Potter y la Orden del Fénix y que preceden a Harry Potter y las Reliquias de la Muerte. Desarrollada en el sexto año de Harry Potter en el Colegio Hogwarts, la obra explora el pasado del mago oscuro Lord Voldemort, así como los preparativos del protagonista junto con su mentor Albus Dumbledore para la batalla final detallada en el siguiente libro, el último de la serie. 
Para su país de origen, Reino Unido, la editorial Bloomsbury publicó el libro el mismo día en el que Scholastic Corporation hizo llegar su edición a Estados Unidos, con una tirada inicial que consistió en 10,8 millones de ejemplares en territorio angloparlante. En cambio, la editorial propietaria de los derechos de publicación en castellano, Editorial Salamandra, publicó su versión el 23 de febrero de 2006; el título de la edición en español difirió del sentido del original, dado que literalmente se traduce como Harry Potter y el príncipe mestizo. 
La obra logró el éxito tanto comercialmente como en críticas, rompió récords de ventas y ganó diversos premios literarios y una aceptación por parte de los círculos de la industria literaria. Muchas de las críticas hechas a la novela giraron en torno a la evolución del estilo de Rowling pues se alejaba del tono infantil con el que había construido sus novelas anteriores, por lo que se recalcó la ambientación sombría que guardaba la historia. No obstante, el hecho de que el final pareciese predecible a través de ciertos pasajes fue objeto de varias críticas. En sus primeras 24 horas de publicación se comercializaron nueve millones de copias, récord que superaría más tarde su secuela. 
Se realizó una adaptación en formato de audiolibro, el cual comenzó a distribuirse el mismo día que la novela homónima. El largometraje basado en la novela, que contó con la dirección de David Yates, se estrenó en cines cuatro años después, el 15 de julio de 2009. Igualmente se han creado videojuegos sobre el libro, uno lanzado en 2009 con la finalidad de que coincidiese con el debut de la película, y otro como parte de la bilogía de juegos Lego Harry Potter.
","9781523942282","isbn:9781523942282,google:0cmmjwEACAAJ","8bc9ab3d-b016-46f2-81be-4d9e1b0415e5"
"Vox Compact Spanish and English Dictionary: English-Spanish/Spanish-English","National Textbook Company","","Foreign Language Study, Multi-Language Dictionaries, Spanish, Language Arts & Disciplines, Linguistics, General, Study & Teaching, Reference, Dictionaries","National Textbook Company","1994-04-15T00:00:00-04:00","spa","Throughout the world, the Vox Dictionaries are acclaimed as the finest Spanish and English Dictionaries published. This new edition of the Vox Compact Spanish and English Dictionary is large enough to serve as the preferred reference for libraries, the office, and the home, yet compact enough for travelers and students. Additionally, the Vox Compact Spanish and English Dictionary is edited to serve the needs of beginning and intermediate students--either the English-speaking student of Spanish or the Spanish-speaking student of English. This dictionary has many of the features found in higher priced dictionaries. An up-to-date word list gives special emphasis to everyday language, idioms, and current technical, scientific, and business terms. Approximately 85,000 headwords, phrases, and examples. 
Irregular verb forms--in both Spanish and English--are presented in convenient tables. There is a special notation for words used only in the Western hemisphere. Complete grammar overviews of both Spanish and English are provided for easy reference and review. A special 45-page section contains more than 3,500 of the most frequently used Spanish and English idioms and expressions. English pronunciation is indicated in the International Phonetic Alphabet. Useful appendices add to the dictionary's value as an all-purpose reference. A convenient size and format, as well as clear typography and layout, make this dictionary an excellent value.
","9780844279855","isbn:9780844279855,google:fLTUeaYCfMUC","3a5682e4-1ce4-49ea-82d4-83274b9076c6"
"English to French (One Way) Gem Dictionary: Trusted Support for Learning (Collins Gem)","Collins Dictionaries","","Reference, Dictionaries, Foreign Language Study, French, Language Arts, Language, Linguistics","HarperCollins Publishers","2016-04-07T00:00:00-04:00","fra","Collins GEM English to French Dictionary is a handy and affordable one-way Kindle dictionary. Its clear layout allows for fast and easy access when you most need it. Ideal for use on the go, at home, in the office, classroom or on holiday. Remember to buy the companion French to English ebook. Compatibility & Functionality Basic Text Search works on all Kindle devices Index lookup works on all Kindles except Kindle Fire and Kindle Fire HD Setting as Default Dictionary works on all Kindles except Kindle Fire, Kindle Fire HD, Kindle for Android and any of the Kindle apps, including Kindle for PC and Kindle for Mac Search across the full English-French dictionary by headword. Show French translations in a pop-up window when reading English books. Designed for all those studying French who need maximum information in an accessible format. Over 14,000 headwords and 28,000 translations Offers up-to-the-minute coverage, with additional notes warning the user of those words which are easily confused. Delivers the accuracy and reliability you expect from the Collins name. With natural, idiomatic example phrases, in-depth treatment of the most important core vocabulary (be, have) and help to find the exact translation you want.
","9780008141905","google:NTjoCgAAQBAJ,isbn:9780008141905","68b0339e-8011-40d4-af70-f1d2c80c25b5"
